136,From the Journals of Jean Seberg,1995,N/A,01 Mar 1996,97 min,"Documentary, Biography",Mark Rappaport,Mark Rappaport,"Mary Beth Hurt, Jean Seberg","Mark Rappaport's creative bio-pic about actress Jean Seberg is presented in a first-person, autobiographical format (with Seberg played by Mary Beth Hurt). He seamlessly interweaves cinema,...",English,USA,https://m.media-amazon.com/images/M/MV5BMTk5ODgzNDE1NV5BMl5BanBnXkFtZTcwMTY4MDMyMQ@@._V1_SX300.jpg,7.2,260,tt0113125
137,Man of the Year,1995,N/A,15 Mar 1996,86 min,"Comedy, Romance",Dirk Shafer,Dirk Shafer,"Vivian Paxton, Claudette Sutherland, Michael Ornstein, Cal Bartlett","Mockumentary look at Playgirl Magazine centerfold and 1992 Man of the Year, Dirk Shafer, who kept it a secret from the magazine that he is gay. Most of the film is a fictionalized retelling...","English, Yiddish","USA, UK",https://m.media-amazon.com/images/M/MV5BMjY3MjczMjQwMV5BMl5BanBnXkFtZTcwNDM3OTEzMQ@@._V1_SX300.jpg,5.8,315,tt0113756
138,The Neon Bible,1995,Not Rated,01 Mar 1996,91 min,Drama,Terence Davies,"Terence Davies, John Kennedy Toole (novel)","Jacob Tierney, Drake Bell, Gena Rowlands, Diana Scarwid","While on a train, a teenage boy thinks about his life and the flamboyant aunt whose friendship acted as an emotional shield from his troubled family. This film evokes the haunting quality ...",English,"UK, Spain",https://m.media-amazon.com/images/M/MV5BNzg1MzgyMDUyNl5BMl5BanBnXkFtZTcwNTk5MjcyMQ@@._V1_SX300.jpg,6.2,781,tt0113952
139,Target,1995,N/A,28 Feb 1996,122 min,Drama,Sandip Ray,"Sandip Ray, Satyajit Ray, Prafulla Roy (novel)","Mohan Agashe, Barun Chakraborty, Champa, Gyanesh Mukherjee",A cynical woman (Champa) leads exploited workers in a revolt against a cruel landowner (Mohan Agashe) in India,"Hindi, Bengali",India,https://m.media-amazon.com/images/M/MV5BMjM3NjkxYjgtMzQ2Ni00ZjMxLTlkYzUtYTQ2ZWM2YTgyOWU5XkEyXkFqcGdeQXVyMjM5NDM1MTE@._V1_SX300.jpg,7.7,72,tt0114618
140,Up Close & Personal,1996,PG-13,01 Mar 1996,124 min,"Drama, Romance",Jon Avnet,"Joan Didion, John Gregory Dunne, Alanna Nash (book)","Robert Redford, Michelle Pfeiffer, Stockard Channing, Joe Mantegna","An ambitious young woman, determined to build a career in television journalism, gets good advice from her first boss, and they fall in love.",English,USA,https://m.media-amazon.com/images/M/MV5BZTZjYmNkZTYtOTA0Zi00NDcyLWI2YzQtOTgyZjQ2YzM5Y2E2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.2,"13,615",tt0118055
141,The Birdcage,1996,R,08 Mar 1996,117 min,Comedy,Mike Nichols,"Jean Poiret (play), Francis Veber (earlier screenplay), Édouard Molinaro (earlier screenplay), Marcello Danon (earlier screenplay), Jean Poiret (earlier screenplay), Elaine May (screenplay)","Robin Williams, Gene Hackman, Nathan Lane, Dianne Wiest",A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancée's right-wing moralistic parents.,English,USA,https://m.media-amazon.com/images/M/MV5BMTM2NjExODYyOF5BMl5BanBnXkFtZTcwNTc0NjgyNA@@._V1_SX300.jpg,7.1,"81,036",tt0115685
142,Cienie,1988,N/A,22 Aug 1988,97 min,"Drama, War",Jerzy Kaszubowski,Jerzy Kaszubowski (screenplay),"Zygmunt Bielawski, Jerzy Binczycki, Mieczyslaw Janowski, Jerzy Kaszubowski","During the Second World War, tens of thousands of blonde, blue-eyed Polish children were snatched from their parents and given to German families. Lebensborn was part of Hitler's plan to ...","Polish, English, German",Poland,N/A,6.3,15,tt0094878
143,Gospa,1995,PG,13 Oct 1995,125 min,"Drama, History",Jakov Sedlar,"Ivan Aralica, Paul Gronseth, Barry Morrow","Martin Sheen, Michael York, Morgan Fairchild, Paul Guilfoyle","In 1981 in Medjugorje (BA), a group of kids claim that Virgin Mary appeared to them on a hill. The local priest believes them and spreads the word. Religious tourism blossoms. The communist government is concerned and arrests the priest.","Serbo-Croatian, Croatian, English","Croatia, Canada, USA",https://m.media-amazon.com/images/M/MV5BOTdkOGMzN2EtM2JkYi00YTNjLTlhNjAtYjVkZWRjYWVmNjI5XkEyXkFqcGdeQXVyNjU4NzAyNjg@._V1_SX300.jpg,4.1,364,tt0113200
144,The Brothers McMullen,1995,R,11 Aug 1995,98 min,"Comedy, Drama, Romance",Edward Burns,Edward Burns,"Shari Albert, Maxine Bahns, Catharine Bolz, Connie Britton","Three Irish Catholic brothers from Long Island struggle to deal with love, marriage, and infidelity.",English,USA,https://m.media-amazon.com/images/M/MV5BMTQ2YTY2OWMtODdjNy00MmE4LWE1MDEtOTdmMzc4ZDBjNzQ5XkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg,6.6,"7,492",tt0112585
145,Bad Boys,1995,R,07 Apr 1995,119 min,"Action, Comedy, Crime, Thriller",Michael Bay,"George Gallo (story), Michael Barrie (screenplay), Jim Mulholland (screenplay), Doug Richardson (screenplay)","Lisa Boyle, Michael Taliferro, Emmanuel Xuereb, Tchéky Karyo",Two hip detectives protect a witness to a murder while investigating a case of stolen heroin from the evidence storage room from their police precinct.,English,USA,https://m.media-amazon.com/images/M/MV5BMGE1ZTQ0ZTEtZTEwZS00NWE0LTlmMDUtMTE1ZWJiZTYzZTQ2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,6.9,"243,347",tt0112442
146,The Amazing Panda Adventure,1995,PG,25 Aug 1995,84 min,"Adventure, Drama, Family",Christopher Cain,"John Wilcox (story), Steven Alldredge (story), Jeff Rothberg (screenplay), Laurice Elehwany (screenplay)","Stephen Lang, Ryan Slater, Yi Ding, Wang Fei",A young American boy visiting in China helps his zoologist father rescue a panda cub from unscrupulous poachers while his panda reserve is threatened with closure from officious bureaucrats.,English,USA,https://m.media-amazon.com/images/M/MV5BZmUyZWJmZDktMjE0Yy00MjUwLTlmMmUtNTk0YjFkODUxZTVkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,5.8,"3,909",tt0112342
147,The Basketball Diaries,1995,R,21 Apr 1995,102 min,"Biography, Crime, Drama, Sport",Scott Kalvert,"Jim Carroll (novel), Bryan Goluboff (screenplay)","Leonardo DiCaprio, Lorraine Bracco, Marilyn Sokol, James Madio",A teenager finds his dreams of becoming a basketball star threatened after he free falls into the harrowing world of drug addiction.,English,USA,https://m.media-amazon.com/images/M/MV5BMjdlNzQxZGUtZTg5YS00ODg2LTkxMzctMDAyNmEwM2YyZjA4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.3,"103,758",tt0112461
148,An Awfully Big Adventure,1995,R,21 Jul 1995,112 min,"Comedy, Drama, Romance",Mike Newell,"Beryl Bainbridge (novel), Charles Wood","Alan Rickman, Hugh Grant, Georgina Cates, Alun Armstrong","Set right after World War II, a naive teenage girl joins a shabby theatre troupe in Liverpool. During a winter production of Peter Pan, the play quickly turns into a dark metaphor for youth...",English,UK,https://m.media-amazon.com/images/M/MV5BN2I1ZGQzM2YtYTlhYy00MmRiLTlhYWUtMjk2OTMyODNjNjgyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.0,"2,628",tt0112427
149,Amateur,1994,R,19 May 1995,105 min,"Comedy, Crime, Drama, Thriller",Hal Hartley,Hal Hartley,"Isabelle Huppert, Martin Donovan, Elina Löwensohn, Damian Young","An amnesiac wakes up on an NYC alley. He meets Isabelle, an ex nun now erotic writer, at a diner and follows her home. She helps him find his identity. Then there's Sofia, the porn star.",English,"USA, UK, France",https://m.media-amazon.com/images/M/MV5BZGIzZDYwZjAtYzY4YS00OTQ1LThiZDQtMzBhODk1MTdjYjIyXkEyXkFqcGdeQXVyNTcwNjUwNzk@._V1_SX300.jpg,6.9,"5,709",tt0109093
150,Apollo 13,1995,PG,30 Jun 1995,140 min,"Adventure, Drama, History",Ron Howard,"Jim Lovell (book), Jeffrey Kluger (book), William Broyles Jr. (screenplay), Al Reinert (screenplay)","Tom Hanks, Bill Paxton, Kevin Bacon, Gary Sinise",NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,English,USA,https://m.media-amazon.com/images/M/MV5BNjEzYjJmNzgtNDkwNy00MTQ4LTlmMWMtNzA4YjE2NjI0ZDg4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,7.6,"273,542",tt0112384
151,Rob Roy,1995,R,14 Apr 1995,139 min,"Adventure, Biography, Drama, History",Michael Caton-Jones,Alan Sharp (screenplay),"Liam Neeson, Jessica Lange, John Hurt, Tim Roth","In 1713 Scotland, Rob Roy MacGregor is wronged by a nobleman and his nephew, becomes an outlaw in search of revenge while fleeing the Redcoats, and faces charges of being a Jacobite.",English,"UK, USA",https://m.media-amazon.com/images/M/MV5BMjE2NTU2ODI0MV5BMl5BanBnXkFtZTcwNTIwODU2NA@@._V1_SX300.jpg,6.9,"40,792",tt0114287
152,The Addiction,1995,Not Rated,06 Oct 1995,82 min,"Drama, Horror",Abel Ferrara,Nicholas St. John,"Lili Taylor, Christopher Walken, Annabella Sciorra, Edie Falco","A New York philosophy grad student turns into a vampire after getting bitten by one, and then tries to come to terms with her new lifestyle and frequent craving for human blood.",English,USA,https://m.media-amazon.com/images/M/MV5BMWYzN2EyMmMtMTU2My00MWY2LTkyMGYtMjk0MzVkZGZiMzNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.5,"9,148",tt0112288
153,Batman Forever,1995,PG-13,16 Jun 1995,121 min,"Action, Adventure",Joel Schumacher,"Bob Kane (characters), Lee Batchler (story), Janet Scott Batchler (story), Lee Batchler (screenplay), Janet Scott Batchler (screenplay), Akiva Goldsman (screenplay)","Val Kilmer, Tommy Lee Jones, Jim Carrey, Nicole Kidman","Batman must battle former district attorney Harvey Dent, who is now Two-Face and Edward Nygma, The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin.",English,"USA, UK",https://m.media-amazon.com/images/M/MV5BNDdjYmFiYWEtYzBhZS00YTZkLWFlODgtY2I5MDE0NzZmMDljXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,5.4,"237,574",tt0112462
154,Belle de Jour,1967,R,10 Apr 1968,100 min,"Drama, Romance",Luis Buñuel,"Joseph Kessel (novel), Luis Buñuel (adaptation), Jean-Claude Carrière (adaptation)","Catherine Deneuve, Jean Sorel, Michel Piccoli, Geneviève Page",A frigid young housewife decides to spend her midweek afternoons as a prostitute.,"French, Spanish","France, Italy",https://m.media-amazon.com/images/M/MV5BZjNkNGJjYWEtM2IyNi00ZjM5LWFlYjYtYjQ4NTU5MGFlMTI2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,7.7,"41,127",tt0061395
155,Beyond Rangoon,1995,R,25 Aug 1995,100 min,"Action, Adventure, Drama",John Boorman,"Alex Lasker, Bill Rubenstein","Patricia Arquette, U Aung Ko, Frances McDormand, Spalding Gray","Laura is trying to pick up the pieces of her life after the murder of her husband and son, and goes on vacation with her sister to Burma. After losing her passport at a political rally, she...",English,"UK, USA",https://m.media-amazon.com/images/M/MV5BNThiM2NjYjAtNzIzOC00NTY3LWIxZGEtMDkzMmEzMGJhZTE0XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,6.6,"4,888",tt0112495
156,Blue in the Face,1995,R,13 Oct 1995,83 min,Comedy,"Paul Auster, Wayne Wang, Harvey Wang","Paul Auster (situations), Wayne Wang (situations)","Lou Reed, Michael J. Fox, Roseanne Barr, Mel Gorham","Brooklyn Cigar Store is a neighborhood hangout in Brooklyn with Auggie Wren/H.Keitel as center. Some people are interviewed about Brooklyn, spiced up with statistics on Brooklyn.",English,USA,https://m.media-amazon.com/images/M/MV5BMzMzMTBjMzQtNGVmZS00MTg2LTgyNGYtZDRjNDIzMDJiNzY4XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,6.7,"9,113",tt0112541
157,Canadian Bacon,1995,PG,22 Sep 1995,91 min,Comedy,Michael Moore,Michael Moore,"John Candy, Alan Alda, Rhea Perlman, Kevin Pollak","The U.S. President, low in the opinion polls, gets talked into raising his popularity by trying to start a cold war against Canada.",English,"USA, Canada",https://m.media-amazon.com/images/M/MV5BMTUwNDU0NzcwMl5BMl5BanBnXkFtZTcwNzk1NjAzNA@@._V1_SX300.jpg,6.0,"16,185",tt0109370
158,Casper,1995,PG,26 May 1995,100 min,"Comedy, Family, Fantasy",Brad Silberling,"Joseph Oriolo (characters), Sherri Stoner, Deanna Oliver","Chauncey Leopardi, Spencer Vrooman, Malachi Pearson, Cathy Moriarty",An afterlife therapist and his daughter meet a friendly young ghost when they move into a crumbling mansion in order to rid the premises of wicked spirits.,English,USA,https://m.media-amazon.com/images/M/MV5BZThhYTlhMDUtMDhjZi00MTljLTkwMDYtOGU3ZjVlMWE4NDk4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.1,"123,799",tt0112642
159,Clockers,1995,R,13 Sep 1995,128 min,"Crime, Drama, Mystery",Spike Lee,"Richard Price (book), Richard Price (screenplay), Spike Lee (screenplay)","Harvey Keitel, John Turturro, Delroy Lindo, Mekhi Phifer","Young drug pushers in the projects of Brooklyn live hard dangerous lives, trapped between their drug bosses and the detectives out to stop them.",English,USA,https://m.media-amazon.com/images/M/MV5BY2JmNTUyYWQtMTZhMy00YTE4LTllNGItMDZmNTBiZTkyNjE2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,6.9,"21,054",tt0112688
160,Congo,1995,PG-13,09 Jun 1995,109 min,"Action, Adventure, Mystery, Sci-Fi",Frank Marshall,"Michael Crichton (novel), John Patrick Shanley (screenplay)","Laura Linney, Dylan Walsh, Ernie Hudson, Tim Curry","When an expedition to the African Congo ends in disaster, a new team is assembled to find out what went wrong.","English, American Sign Language",USA,https://m.media-amazon.com/images/M/MV5BMmQ2YWFjZGItMTNiZi00ZDFmLWE3ZTAtNTZiZTI5ZjBjYzlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,5.3,"42,817",tt0112715
161,Crimson Tide,1995,R,12 May 1995,116 min,"Action, Drama, Thriller, War",Tony Scott,"Michael Schiffer (story), Richard P. Henrick (story), Michael Schiffer (screenplay)","Denzel Washington, Gene Hackman, Matt Craven, George Dzundza","On a U.S. nuclear missile sub, a young First Officer stages a mutiny to prevent his trigger happy Captain from launching his missiles before confirming his orders to do so.",English,USA,https://m.media-amazon.com/images/M/MV5BMmFkY2IxNTAtMWRiNS00MWU2LWI1NDYtY2YxYTQyYTk5OTBhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,7.3,"103,929",tt0112740
162,Crumb,1994,R,28 Apr 1995,119 min,"Documentary, Biography, Comedy, Drama",Terry Zwigoff,N/A,"Robert Crumb, Aline Kominsky-Crumb, Charles Crumb, Maxon Crumb",An intimate portrait of controversial cartoonist Robert Crumb and his traumatized family.,English,USA,https://m.media-amazon.com/images/M/MV5BYTViMDM5YjktMDhjNy00MjZjLTg2ODctOGI3MzkzYWNiODA0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,8.0,"18,854",tt0109508
163,Desperado,1995,R,25 Aug 1995,104 min,"Action, Crime, Thriller",Robert Rodriguez,Robert Rodriguez,"Antonio Banderas, Salma Hayek, Joaquim de Almeida, Cheech Marin",Former musician and gunslinger El Mariachi arrives at a small Mexican border town after being away for a long time. His past quickly catches up with him and he soon gets entangled with the local drug kingpin Bucho and his gang.,"English, Spanish","USA, Mexico",https://m.media-amazon.com/images/M/MV5BYjA0NDMyYTgtMDgxOC00NGE0LWJkOTQtNDRjMjEzZmU0ZTQ3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.2,"173,679",tt0112851
164,Devil in a Blue Dress,1995,R,29 Sep 1995,102 min,"Crime, Drama, Mystery, Thriller",Carl Franklin,"Walter Mosley (book), Carl Franklin (screenplay)","Denzel Washington, Tom Sizemore, Jennifer Beals, Don Cheadle","An African-American man is hired to find a woman, and gets mixed up in a murderous political scandal.",English,USA,https://m.media-amazon.com/images/M/MV5BNjI3NjFiNmMtMmQ1ZC00OTUwLWJlMWMtM2UxY2M2NDQ0OWJhXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,6.7,"18,030",tt0112857
165,Die Hard with a Vengeance,1995,R,19 May 1995,128 min,"Action, Adventure, Thriller",John McTiernan,"Jonathan Hensleigh, Roderick Thorp (certain original characters by)","Bruce Willis, Jeremy Irons, Samuel L. Jackson, Graham Greene","John McClane and a Harlem store owner are targeted by German terrorist Simon in New York City, where he plans to rob the Federal Reserve Building.","English, German, Romanian",USA,https://m.media-amazon.com/images/M/MV5BZjI0ZWFiMmQtMjRlZi00ZmFhLWI4NmYtMjQ5YmY0MzIyMzRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.6,"367,895",tt0112864
166,The Doom Generation,1995,R,27 Oct 1995,83 min,"Comedy, Crime, Drama",Gregg Araki,Gregg Araki,"James Duval, Rose McGowan, Johnathon Schaech, Cress Williams","Jordan White and Amy Blue, two troubled teens, pick up an adolescent drifter, Xavier Red. Together, the threesome embark on a sex-and-violence-filled journey through an America of psychos and quickie marts.",English,"USA, France",https://m.media-amazon.com/images/M/MV5BYjEwZDUyODktOGVmOC00ZjIyLTlmM2YtZDZjY2Y2ZWE4ZjMyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.2,"13,961",tt0112887
167,Feast of July,1995,R,13 Oct 1995,116 min,"Crime, Drama, Mystery, Romance",Christopher Menaul,"H.E. Bates (novel), Christopher Neame (screenplay)","Embeth Davidtz, Tom Bell, Gemma Jones, James Purefoy","After an abandoned young woman in late 19th Century England is taken in by a rural couple with three handsome sons, tragic consequences result.",English,"USA, UK",https://m.media-amazon.com/images/M/MV5BODQ5NTcyODQ4Ml5BMl5BanBnXkFtZTcwNjgxNzUyMQ@@._V1_SX300.jpg,6.1,508,tt0113044
168,First Knight,1995,PG-13,07 Jul 1995,134 min,"Action, Adventure, Drama, Romance",Jerry Zucker,"Lorne Cameron (story), David Hoselton (story), William Nicholson (story), William Nicholson (screenplay)","Sean Connery, Richard Gere, Julia Ormond, Ben Cross","Lancelot falls in love with Guinevere, who is due to be married to King Arthur. Meanwhile, a violent warlord tries to seize power from Arthur and his Knights of the Round Table.",English,"USA, UK",https://m.media-amazon.com/images/M/MV5BNzQ1MDU2ZWUtMmYzOS00ZWExLTk4M2QtNzE5MTFkZTNmZTJhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,6.0,"69,110",tt0113071
169,Free Willy 2: The Adventure Home,1995,PG,19 Jul 1995,95 min,"Adventure, Drama, Family",Dwight H. Little,"Keith Walker (characters), Karen Janszen, Corey Blechman, John Mattson","Jason James Richter, Francis Capra, Mary Kate Schellhardt, August Schellenberg",Teenager Jesse becomes reunited with Willy two years after the whale's jump to freedom as the teenager tries to rescue the killer whale and other orcas from an oil spill.,"English, Danish, Malay, Dutch, Indonesian, Finnish, Luxembourgish, French Sign Language","France, USA, Luxembourg",https://m.media-amazon.com/images/M/MV5BZmZlNDBmMzctNmJiOC00YWZkLTk4MzYtOTU4NzZkMmUxMDRjXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,5.1,"17,305",tt0113114
170,Hackers,1995,PG-13,15 Sep 1995,105 min,"Comedy, Crime, Drama, Romance, Thriller",Iain Softley,Rafael Moreu,"Jonny Lee Miller, Angelina Jolie, Jesse Bradford, Matthew Lillard",Hackers are blamed for making a virus that will capsize five oil tankers.,"English, Italian, Japanese, Russian",USA,https://m.media-amazon.com/images/M/MV5BNmExMTkyYjItZTg0YS00NWYzLTkwMjItZWJiOWQ2M2ZkYjE4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.3,"65,956",tt0113243
171,Jeffrey,1995,R,18 Aug 1995,92 min,"Comedy, Drama",Christopher Ashley,"Paul Rudnick (play), Paul Rudnick (screenplay)","Steven Weber, Peter Jacobson, Tom Cayler, David Thornton",A poignant romantic comedy about the quest for love and intimacy in the age of AIDS. A story of a thirtyish gay actor/waiter who decides to become celibate...the risk of AIDS has taken all the joy from sex.,English,USA,https://m.media-amazon.com/images/M/MV5BMWM0ODdjOWEtOTJhYy00NmQ0LThmOTctMDNmZTEwNzA5MGM1XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,6.8,"5,806",tt0113464
172,Johnny Mnemonic,1995,R,26 May 1995,96 min,"Action, Drama, Sci-Fi, Thriller",Robert Longo,"William Gibson (screenplay), William Gibson (short story)","Keanu Reeves, Dina Meyer, Ice-T, Takeshi Kitano","A data courier, literally carrying a data package inside his head, must deliver it before he dies from the burden or is killed by the Yakuza.","English, Japanese","Canada, USA",https://m.media-amazon.com/images/M/MV5BNTdhYjEzYTEtYTkwZC00NzgxLWI0ZWEtYmEyMGZhOWYwMjE2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,5.7,"67,557",tt0113481
173,Judge Dredd,1995,R,30 Jun 1995,96 min,"Action, Crime, Sci-Fi, Thriller",Danny Cannon,"John Wagner (characters), Carlos Ezquerra (characters), Michael De Luca (story), William Wisher (story), William Wisher (screenplay), Steven E. de Souza (screenplay)","Sylvester Stallone, Armand Assante, Rob Schneider, Jürgen Prochnow","In a dystopian future, Joseph Dredd, the most famous Judge (a police officer with instant field judiciary powers), is convicted for a crime he did not commit and must face his murderous counterpart.",English,"USA, UK",https://m.media-amazon.com/images/M/MV5BYmM1NzUyY2YtOTU4My00ZmFmLWI4ZjYtYzJlM2JlOTBhZmIzXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,5.6,"111,768",tt0113492
174,Jury Duty,1995,PG-13,12 Apr 1995,88 min,Comedy,John Fortenberry,"Barbara Williams (story), Samantha Adams (story), Neil Tolkin (screenplay), Barbara Williams (screenplay), Samantha Adams (screenplay)","Pauly Shore, Tia Carrere, Stanley Tucci, Brian Doyle-Murray",Jobless loser Tommy Collins is sequestered to be a juror in a serial killer trial. He does everything he can to prolong the trial and deliberations to take full advantage of the free lodging and food.,English,USA,https://m.media-amazon.com/images/M/MV5BN2RlNGM4NjEtNjUxZC00YjA2LThjYjQtMDdkNDA1YzNlNzJjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,4.4,"7,548",tt0113500
175,Kids,1995,Unrated,01 Sep 1995,91 min,Drama,Larry Clark,"Harmony Korine, Larry Clark (story by), Larry Clark (story)","Leo Fitzpatrick, Sarah Henderson, Justin Pierce, Joseph Chan","A day in the life of a group of teens as they travel around New York City skating, drinking, smoking and deflowering virgins.",English,USA,https://m.media-amazon.com/images/M/MV5BNTNmN2QyNTgtMTk0ZC00NmFhLWJlNzctZmMyYTczZTYyMzA1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.1,"73,906",tt0113540
176,Living in Oblivion,1995,R,21 Jul 1995,90 min,"Comedy, Drama",Tom DiCillo,Tom DiCillo,"Steve Buscemi, Catherine Keener, Dermot Mulroney, Danielle von Zerneck",This ultimate tribute to all independent filmmakers takes place during one day on the set of a non-budget movie.,English,USA,https://m.media-amazon.com/images/M/MV5BN2U2MDdjZjUtMGU1Ni00MzlkLTllZWQtZmJjNzJmYjE5YjAxXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,7.5,"16,969",tt0113677
177,Lord of Illusions,1995,R,25 Aug 1995,109 min,"Horror, Mystery, Thriller",Clive Barker,"Clive Barker (story ""The Last Illusion""), Clive Barker (screenplay)","J. Trevor Edmond, Daniel von Bargen, Kevin J. O'Connor, Joseph Latimore","A private detective gets more than he bargains for when he encounters Philip Swan, a performer whose amazing illusions captive the world, but they are not really what everyone thinks.",English,"USA, UK",https://m.media-amazon.com/images/M/MV5BNDg1OTc0MDQwNl5BMl5BanBnXkFtZTcwMjQ3NDk0NA@@._V1_SX300.jpg,6.1,"15,070",tt0113690
178,Love & Human Remains,1993,R,23 Jun 1995,100 min,"Comedy, Drama",Denys Arcand,"Brad Fraser (play), Brad Fraser (screenplay)","Thomas Gibson, Ruth Marshall, Cameron Bancroft, Mia Kirshner","Set in a dreary urban landscape of Edmonton, LOVE AND HUMAN REMAINS is a dark comedy about a group of twentysomethings looking for love and meaning in the '90s. The film focuses on ...",English,Canada,https://m.media-amazon.com/images/M/MV5BYzU2ZjUxYWMtOWU5OC00MjVkLThiMTMtNzhhODg4YjAzMjIyXkEyXkFqcGdeQXVyMjE3MTA1Mw@@._V1_SX300.jpg,6.7,"2,463",tt0107447
179,Mad Love,1995,PG-13,26 May 1995,93 min,"Comedy, Drama, Romance",Antonia Bird,Paula Milne,"Chris O'Donnell, Drew Barrymore, Matthew Lillard, Richard Chaim",The wild and sexy story of two passionate young people who take to the road for the incredible adventure of their lives.,English,USA,https://m.media-amazon.com/images/M/MV5BOThlOGJjYWEtMGFmOS00ZjBlLWIwZmUtNzdlNjIxNTU2NDcwL2ltYWdlXkEyXkFqcGdeQXVyNjg4NzYzMzA@._V1_SX300.jpg,5.4,"6,184",tt0113729
180,Mallrats,1995,R,20 Oct 1995,94 min,"Comedy, Romance",Kevin Smith,Kevin Smith,"Shannen Doherty, Jeremy London, Jason Lee, Claire Forlani","Both dumped by their girlfriends, two best friends seek refuge in the local mall.",English,USA,https://m.media-amazon.com/images/M/MV5BZGNhYzE4YzktNDIwNC00YmRiLTgyOTgtMzk1ZjNhNmI4ODI1XkEyXkFqcGdeQXVyMTk3NDAwMzI@._V1_SX300.jpg,7.1,"117,210",tt0113749
181,Mighty Morphin Power Rangers: The Movie,1995,PG,30 Jun 1995,95 min,"Action, Adventure, Family, Sci-Fi, Thriller",Bryan Spicer,"John Kamps (story), Arne Olsen (story), Arne Olsen (screenplay)","Karan Ashley, Johnny Yong Bosch, Steve Cardenas, Jason David Frank","A giant egg is unearthed at a construction site and soon opened, releasing the terrible Ivan Ooze, who wreaks vengeance on Zordon for imprisoning him millennia ago. With Zordon dying and their powers lost, the Rangers head to a distant planet to find the mystic warrior Dulcea.",English,"USA, Japan, Australia, New Zealand",https://m.media-amazon.com/images/M/MV5BN2I2Y2I5N2MtMzJhMy00NzE2LThlMzEtNGE0ODA4M2JhOWNiXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,5.2,"25,548",tt0113820
182,Moonlight and Valentino,1995,R,29 Sep 1995,105 min,"Comedy, Drama, Romance",David Anspaugh,"Ellen Simon (play), Ellen Simon (screenplay)","Elizabeth Perkins, Whoopi Goldberg, Shadia Simmons, Erica Luttrell",A young widow still grieving over the death of her husband finds herself being comforted by a local housepainter.,English,"UK, USA",https://m.media-amazon.com/images/M/MV5BYjBhZDFhYWMtYTA0MS00NTZkLWI2YTAtMGJmZmVlNmE3YmE1XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,5.7,"3,485",tt0113851
